F_archboldi3,,E1,C1
F_archboldi3,,E1,C2
F_archboldi3,,C1,C4
F_archboldi3,,C4,C3
F_archboldi3,,C2,C3
F_archboldi3,,C3,C5
F_archboldi3,,C3,C5
F_archboldi3,,C5,J2
F_archboldi3,,C5,C7
F_archboldi3,,C5,C6
F_archboldi3,,C7,C6
F_archboldi3,,J2,C8
F_archboldi3,,J2,C10
F_archboldi3,,C6,J1
F_archboldi3,,J1,C9
F_archboldi3,,J1,C10
F_archboldi3,,C10,C13
F_archboldi3,,C8,C11
F_archboldi3,,C11,C12
F_archboldi3,,C11,C12
F_archboldi3,,C13,C14
F_archboldi3,,C12,C14
F_archboldi3,,C14,J3
F_archboldi3,,C14,C15
F_archboldi3,,J3,C15
F_archboldi3,,J3,C17
F_archboldi3,,C17,C18
F_archboldi3,,C15,C16
F_archboldi3,,C16,C19
F_archboldi3,,C18,C19
F_archboldi3,,C19,C20
