F_subaenescens1,,E1,J1
F_subaenescens1,,J1,C1
F_subaenescens1,,J1,J2
F_subaenescens1,,J2,C2
F_subaenescens1,,J2,C9
F_subaenescens1,,C2,C3
F_subaenescens1,,C3,C4
F_subaenescens1,,C4,C5
F_subaenescens1,,C5,C6
F_subaenescens1,,C6,C7
F_subaenescens1,,C7,C8
F_subaenescens1,,C9,C10
F_subaenescens1,,C19,C17
F_subaenescens1,,C10,C11
F_subaenescens1,,C11,C12
F_subaenescens1,,C12,C13
F_subaenescens1,,C13,C14
F_subaenescens1,,C14,C15
F_subaenescens1,,C15,J3
F_subaenescens1,,J3,C16
F_subaenescens1,,J3,END1
F_subaenescens1,,C17,C18
F_subaenescens1,,C18,C19
F_subaenescens1,,C19,END2
F_subaenescens1,,C19,C20
F_subaenescens1,,C20,C21
