O_chelifer3,,E1,C1
O_chelifer3,,C1,C2
O_chelifer3,,C2,C18
O_chelifer3,,C18,C3
O_chelifer3,,C18,C3
O_chelifer3,,C3,C4
O_chelifer3,,C4,C5
O_chelifer3,,C5,C6
O_chelifer3,,C6,C7
O_chelifer3,,C7,C9
O_chelifer3,,C9,C11
O_chelifer3,,C11,C12
O_chelifer3,,C12,C14
O_chelifer3,,C5,C8
O_chelifer3,,C8,C10
O_chelifer3,,C10,C13
O_chelifer3,,C13,C15
O_chelifer3,,E2,C16
O_chelifer3,,C16,C18
O_chelifer3,,C16,C17
O_chelifer3,,C2,C17
O_chelifer3,,C18,C17
O_chelifer3,,C17,C19
O_chelifer3,,C3,C19
O_chelifer3,,E3,C20
O_chelifer3,,C20,C23
O_chelifer3,,C23,C19
O_chelifer3,,C19,C24
O_chelifer3,,E4,C21
O_chelifer3,,C21,C24
O_chelifer3,,C21,C22
O_chelifer3,,C22,C25
O_chelifer3,,C26,END1
O_chelifer3,,C25,C26
